-3.189409341743118520e-01,4.268593669907351540e+01
-3.189370630090889724e-01,4.268602665616752034e+01
-3.189351330706922116e-01,4.268323512968896694e+01
-3.189331918261050225e-01,4.268611661325981999e+01
-3.189312622627270555e-01,4.268332508682509996e+01
-3.189293206253608903e-01,4.268620657035042143e+01
-3.189273914370029384e-01,4.268341504395952057e+01
-3.189254494068556323e-01,4.268629652743931757e+01
-3.189215781705890818e-01,4.268638648452652262e+01
-3.189177069165619605e-01,4.268647644161200816e+01
-3.189138356447733247e-01,4.268656639869580260e+01
-3.189099643552232299e-01,4.268665635577788464e+01
-3.188267437345774225e-01,4.268575392885715303e+01
-3.188228724293333260e-01,4.268584388594561574e+01
-3.188190011063282703e-01,4.268593384303238736e+01
-3.188151297655609784e-01,4.268602380011745367e+01
-3.188112584070326716e-01,4.268611375720081469e+01
-3.188093343029313464e-01,4.268332223091351096e+01
-3.188073870307425728e-01,4.268620371428247751e+01
-3.188054633016874639e-01,4.268341218803900006e+01
-3.188035156366906264e-01,4.268629367136243502e+01
-3.188015922826829551e-01,4.268350214516278385e+01
-3.187996442248765550e-01,4.268638362844070144e+01
-3.187977212459186527e-01,4.268359210228486944e+01
-3.187957727953014131e-01,4.268647358551724835e+01
-3.187919013479637020e-01,4.268656354259210417e+01
-3.187880298828641434e-01,4.268665349966525469e+01
-3.187841584000024042e-01,4.268674345673670700e+01
-3.187125539437277721e-01,4.268557115854007833e+01
-3.187086824984653455e-01,4.268566111562302012e+01
-3.187048110354415154e-01,4.268575107270424951e+01
-3.187009395546543389e-01,4.268584102978378780e+01
-3.186970680561060365e-01,4.268593098686160658e+01
-3.186931965397952760e-01,4.268602094393774138e+01
-3.186893250057221683e-01,4.268611090101216377e+01
-3.186874063608946539e-01,4.268331937487229766e+01
-3.186854534538857142e-01,4.268620085808488795e+01
-3.186835351841298958e-01,4.268340933198884812e+01
-3.186815818842882453e-01,4.268629081515590684e+01
-3.186796639896048999e-01,4.268349928910368618e+01
-3.186777102969265973e-01,4.268638077222524174e+01
-3.186757927773185561e-01,4.268358924621684025e+01
-3.186738386918032129e-01,4.268647072929285002e+01
-3.186719215472715305e-01,4.268367920332828191e+01
-3.186699670689170927e-01,4.268656068635876721e+01
-3.186680502994647113e-01,4.268376916043802538e+01
-3.186660954282676261e-01,4.268665064342297910e+01
-3.186622237698555904e-01,4.268674060048549279e+01
-3.186583520936801528e-01,4.268683055754629407e+01
-3.185944932164762600e-01,4.268547834519971218e+01
-3.185906216134356539e-01,4.268556830227541354e+01
-3.185867499926320345e-01,4.268565825934941671e+01
-3.185828783540662346e-01,4.268574821642172168e+01
-3.185790066977370882e-01,4.268583817349230713e+01
-3.185751350236460389e-01,4.268592813056120150e+01
-3.185712633317904774e-01,4.268601808762838346e+01
-3.185673916221734570e-01,4.268610804469386721e+01
-3.185654784366197534e-01,4.268331651870145294e+01
-3.185635198947918689e-01,4.268619800175765988e+01
-3.185616070843336756e-01,4.268340647580907188e+01
-3.185596481496464905e-01,4.268628795881974014e+01
-3.185577357142874155e-01,4.268349643291497131e+01
-3.185557763867393199e-01,4.268637791588013641e+01
-3.185538643264789194e-01,4.268358639001918675e+01
-3.185519046060674708e-01,4.268646787293880607e+01
-3.185499929209090197e-01,4.268367634712168979e+01
-3.185480328076323309e-01,4.268655782999578463e+01
-3.185461214975789379e-01,4.268376630422250173e+01
-3.185441609914333450e-01,4.268664778705105078e+01
-3.185422500564862314e-01,4.268385626132159416e+01
-3.185402891574709572e-01,4.268673774410461874e+01
-3.185364173057440018e-01,4.268682770115649561e+01
-3.185325454362532560e-01,4.268691765820667428e+01
-3.185286735489990528e-01,4.268700761525512632e+01
-3.184803045833564661e-01,4.268529557467572033e+01
-3.184764328403026923e-01,4.268538553174589367e+01
-3.184725610794863493e-01,4.268547548881436171e+01
-3.184686893009061603e-01,4.268556544588111024e+01
-3.184648175045621254e-01,4.268565540294617477e+01
-3.184609456904547997e-01,4.268574536000954112e+01
-3.184570738585840721e-01,4.268583531707118794e+01
-3.184532020089487214e-01,4.268592527413112947e+01
-3.184493301415499134e-01,4.268601523118939411e+01
-3.184474220401486422e-01,4.268322370530061249e+01
-3.184454582563877589e-01,4.268610518824593925e+01
-3.184435505301043134e-01,4.268331366240098390e+01
-3.184415863534613700e-01,4.268619514530079329e+01
-3.184396790022985257e-01,4.268340361949965711e+01
-3.184377144327701359e-01,4.268628510235392781e+01
-3.184358074567309460e-01,4.268349357659663212e+01
-3.184338424943153889e-01,4.268637505940537835e+01
-3.184319358934000199e-01,4.268358353369190183e+01
-3.184299705380956302e-01,4.268646501645510938e+01
-3.184280643123080234e-01,4.268367349078545914e+01
-3.184260985641116926e-01,4.268655497350315642e+01
-3.184241927134538463e-01,4.268376344787732535e+01
-3.184222265723635759e-01,4.268664493054948395e+01
-3.184203210968362674e-01,4.268385340496749336e+01
-3.184183545628513357e-01,4.268673488759412038e+01
-3.184164494624576736e-01,4.268394336205595607e+01
-3.184144825355732511e-01,4.268682484463705151e+01
-3.184125778103152893e-01,4.268403331914269927e+01
-3.184106104905300993e-01,4.268691480167828445e+01
-3.184067384277236568e-01,4.268700475871779787e+01
-3.184028663471510368e-01,4.268709471575562020e+01
-3.183622447160350810e-01,4.268520276111566858e+01
-3.183583728152067360e-01,4.268529271817860860e+01
-3.183545008966145451e-01,4.268538267523983620e+01
-3.183506289602597850e-01,4.268547263229935140e+01
-3.183467570061400131e-01,4.268556258935717551e+01
-3.183428850342552296e-01,4.268565254641330142e+01
-3.183390130446071553e-01,4.268574250346772203e+01
-3.183351410371931811e-01,4.268583246052043023e+01
-3.183312690120154720e-01,4.268592241757144023e+01
-3.183293659947169507e-01,4.268313089178630548e+01
-3.183273969690735838e-01,4.268601237462075204e+01
-3.183254943269154813e-01,4.268322084887944357e+01
-3.183235249083662399e-01,4.268610233166835854e+01
-3.183216226413518313e-01,4.268331080597088345e+01
-3.183196528298939398e-01,4.268619228871426685e+01
-3.183177509380259451e-01,4.268340076306061803e+01
-3.183157807336575162e-01,4.268628224575847696e+01
-3.183138792169371012e-01,4.268349072014864731e+01
