-8.217491400000000112e+00,4.189712279999999822e+01,0.000000000000000000e+00
-8.217489199999999272e+00,4.189730289999999968e+01,0.000000000000000000e+00
-8.217368699999999748e+00,4.189730209999999744e+01,0.000000000000000000e+00
-8.217363199999999424e+00,4.189775240000000167e+01,0.000000000000000000e+00
-8.217242600000000508e+00,4.189775159999999943e+01,0.000000000000000000e+00
-8.217235999999999763e+00,4.189829189999999670e+01,0.000000000000000000e+00
-8.217135900000000603e+00,4.190648740000000316e+01,0.000000000000000000e+00
-8.217133699999999763e+00,4.190666749999999752e+01,0.000000000000000000e+00
-8.217129800000000373e+00,4.189712029999999743e+01,0.000000000000000000e+00
-8.217128699999999952e+00,4.189721039999999874e+01,0.000000000000000000e+00
-8.217115500000000239e+00,4.189829110000000156e+01,0.000000000000000000e+00
-8.217113299999999398e+00,4.189847120000000302e+01,0.000000000000000000e+00
-8.217034099999999341e+00,4.190495549999999980e+01,0.000000000000000000e+00
-8.217028600000000793e+00,4.190540579999999693e+01,0.000000000000000000e+00
-8.217025299999999532e+00,4.190567599999999970e+01,0.000000000000000000e+00
-8.217015399999999303e+00,4.190648660000000092e+01,0.000000000000000000e+00
-8.217014300000000659e+00,4.190657660000000106e+01,0.000000000000000000e+00
-8.217013200000000239e+00,4.190666670000000238e+01,0.000000000000000000e+00
-8.217008800000000335e+00,4.190702689999999819e+01,0.000000000000000000e+00
-8.216992700000000482e+00,4.189847040000000078e+01,0.000000000000000000e+00
-8.216988300000000578e+00,4.189883069999999776e+01,0.000000000000000000e+00
-8.216980200000000067e+00,4.190936849999999936e+01,0.000000000000000000e+00
-8.216967999999999606e+00,4.191035910000000086e+01,0.000000000000000000e+00
-8.216933922353526043e+00,4.191315097488912045e+01,0.000000000000000000e+00
-8.216931720641138526e+00,4.191333109411736046e+01,0.000000000000000000e+00
-8.216917900000000330e+00,4.190459450000000174e+01,0.000000000000000000e+00
-8.216913500000000425e+00,4.190495469999999756e+01,0.000000000000000000e+00
-8.216909100000000521e+00,4.190531500000000165e+01,0.000000000000000000e+00
-8.216908000000000101e+00,4.190540500000000179e+01,0.000000000000000000e+00
-8.216906899999999681e+00,4.190549510000000311e+01,0.000000000000000000e+00
-8.216904700000000616e+00,4.190567519999999746e+01,0.000000000000000000e+00
-8.216894800000000387e+00,4.190648569999999751e+01,0.000000000000000000e+00
-8.216893699999999967e+00,4.190657579999999882e+01,0.000000000000000000e+00
-8.216888199999999642e+00,4.190702610000000305e+01,0.000000000000000000e+00
-8.216884900000000158e+00,4.190729629999999872e+01,0.000000000000000000e+00
-8.216867799999999278e+00,4.189882980000000146e+01,0.000000000000000000e+00
-8.216862300000000729e+00,4.189928009999999858e+01,0.000000000000000000e+00
-8.216861800000000216e+00,4.190918750000000159e+01,0.000000000000000000e+00
-8.216859599999999375e+00,4.190936760000000305e+01,0.000000000000000000e+00
-8.216847500000000082e+00,4.191035829999999862e+01,0.000000000000000000e+00
-8.216843100000000177e+00,4.191071850000000154e+01,0.000000000000000000e+00
-8.216812249194807904e+00,4.191324021217320706e+01,0.000000000000000000e+00
-8.216811148166641487e+00,4.191333027178402659e+01,0.000000000000000000e+00
-8.216807845051997461e+00,4.191360045060783079e+01,0.000000000000000000e+00
-8.216802899999999354e+00,4.190414340000000237e+01,0.000000000000000000e+00
-8.216797400000000806e+00,4.190459369999999950e+01,0.000000000000000000e+00
-8.216788599999999221e+00,4.190531409999999823e+01,0.000000000000000000e+00
-8.216786400000000157e+00,4.190549430000000086e+01,0.000000000000000000e+00
-8.216769299999999276e+00,4.189702779999999649e+01,0.000000000000000000e+00
-8.216767100000000212e+00,4.189720789999999795e+01,0.000000000000000000e+00
-8.216764299999999466e+00,4.190729549999999648e+01,0.000000000000000000e+00
-8.216760999999999981e+00,4.190756559999999808e+01,0.000000000000000000e+00
-8.216743400000000364e+00,4.190900659999999789e+01,0.000000000000000000e+00
-8.216741799999999429e+00,4.189927930000000345e+01,0.000000000000000000e+00
-8.216741199999999523e+00,4.190918669999999935e+01,0.000000000000000000e+00
-8.216738499999999945e+00,4.189954949999999911e+01,0.000000000000000000e+00
-8.216722499999999485e+00,4.191071769999999930e+01,0.000000000000000000e+00
-8.216715900000000516e+00,4.191125809999999774e+01,0.000000000000000000e+00
-8.216704890874471090e+00,4.191215867430469899e+01,0.000000000000000000e+00
-8.216701587447376554e+00,4.191242885317695510e+01,0.000000000000000000e+00
-8.216692778087402615e+00,4.191314933010620081e+01,0.000000000000000000e+00
-8.216691676894797070e+00,4.191323938971587637e+01,0.000000000000000000e+00
-8.216690575697167986e+00,4.191332944932410953e+01,0.000000000000000000e+00
-8.216687272074134185e+00,4.191359962814016171e+01,0.000000000000000000e+00
-8.216683400000000859e+00,4.190405249999999882e+01,0.000000000000000000e+00
-8.216682300000000438e+00,4.190414249999999896e+01,0.000000000000000000e+00
-8.216673500000000629e+00,4.190486299999999886e+01,0.000000000000000000e+00
-8.216672400000000209e+00,4.190495310000000018e+01,0.000000000000000000e+00
-8.216640500000000458e+00,4.190756480000000295e+01,0.000000000000000000e+00
-8.216639400000000037e+00,4.190765489999999716e+01,0.000000000000000000e+00
-8.216628399999999388e+00,4.190855549999999852e+01,0.000000000000000000e+00
-8.216622900000000840e+00,4.190900580000000275e+01,0.000000000000000000e+00
-8.216617899999999253e+00,4.189954869999999687e+01,0.000000000000000000e+00
