y_test,y_pred
37.61827941590821,27.88249457465297
36.8170349995793,23.41818896919309
4.1053072935522215,20.681092843708313
4.5985319946156205,9.171743737004473
0.237872919110568,3.7295991607922403
0.260671883924287,8.732468885447766
14.0031575398034,27.47902031126806
46.34519194964379,36.832045750969755
4.06910833093971,21.532889524763448
18.639928571361,38.23957535583335
15.156648558664598,16.687563015825045
30.478007370377693,21.015115382867204
45.123928524628106,33.126680511599915
39.0579598464291,23.900573944432132
5.508018441096599,15.669909673201168
0.11190019955879403,3.1543147301759547
8.087904928119999,17.8969254915248
20.0574840965465,32.140043175549
9.245129853523393,10.452776595099404
24.722755103521,23.44555421480196
51.0768478680571,30.120626348603324
24.042889776799694,19.72417920087843
0.24229313638882,19.404137488452843
37.4721739115775,27.955579654463044
21.9759876863691,28.97927146896364
21.2644629793067,14.57759559483967
13.115754196877804,25.616651708135098
2.99547779481866,3.6042145986482375
0.010922819806933,0.5396216900966877
31.236704241283196,26.288444390611833
0.02675357436388,9.717079226652459
8.121524180031969,17.426336243488183
6.14725302082951,14.423280254173978
45.4839657797107,27.485759253299918
3.65864499503686,-3.6569647789788746
1.7264928674691498,-1.471289625869261
26.3017616582906,26.62588653666133
1.01817951929626,-6.886061797301153
0.32079407096553103,-0.8580125070595521
35.5958720055458,26.29065127213055
7.64480643868142,7.310483258501726
13.162843236593599,18.770250632284714
24.162006103375692,26.95623904903875
1.14468569037319,5.928253743188559
19.208057195637103,13.03961884227843
21.4111056726622,17.014257913893044
0.25340512541708604,10.584921944352885
0.0902489918379735,-4.101967926286974
17.4795921278555,16.34289406163742
42.78680961830421,40.0117270833409
23.429650647882294,34.12244162747088
7.474417976713982,13.974677031048506
36.4740529373446,35.13908413630885
24.3083484898417,34.97861377737636
21.4650341819602,20.034399197892903
27.5832975179156,29.783093545281666
57.32070414802071,23.67465978725807
12.1251189679533,17.96653219626203
32.8072906762888,32.41155059626463
34.1890109217198,35.36547370128293
3.75055320263608,12.978811918550672
42.1298061075468,21.962612868508177
20.7562155067219,23.519618021837633
26.5837064062568,15.51898610661089
31.8743102745369,28.151388020610234
39.61982616893629,38.627854123670204
0.957061666593239,-8.630587097071327
0.20966084421600895,10.03554271846092
40.3675955011039,31.089307366179092
57.221477903798196,26.5355609998903
2.63690671085136,15.31139931271316
14.6799401283055,13.321173575310617
42.5574992670535,35.38847329586647
26.2388987871281,18.089751174753108
22.748454340406298,23.76166525009979
33.487697011444,26.60263361728654
11.166992935086,23.15068906862148
40.3137641723944,23.079162971344072
28.3414001070027,31.043100119618238
47.756912286148996,26.17902535468393
0.192420386271689,6.411062651144487
40.9223444290421,35.148352009528594
12.209701650581,21.2104528459724
11.8273803323879,9.249526478616374
54.312563854916704,25.965761563268465
19.2061613256048,28.657980650554595
40.56417609908621,41.41310753598986
22.645993863999,25.559574130106355
0.00221097946622557,-4.4273178206076835
44.721272951731216,39.44309067541194
11.6872279314742,25.896115863248923
37.592790366894704,32.63029125824907
18.4646156788358,17.192763229757748
11.7279843222647,27.950978664115034
29.224173507811397,27.996821456613766
7.856814969169131,11.170399513880433
44.8720529728755,23.730086127714113
44.29276087112549,22.4385845144358
14.043891333152402,19.31882632534003
4.70306704912284,9.498865347516155
2.44702326012596,5.936402440770131
14.0573525333159,27.954956559239953
