feature,feature_importances
B2,0.035767665271261205
B3,0.05788866239351365
B4,0.06813193038877927
B8,0.03582117201112624
CumCost,0.2959990028356909
LT2,0.05403985884891693
LT3,0.06235766037479776
LT4,0.04418101352695893
LT8,0.018772080567148467
RT23,0.08345590388697069
RT24,0.07540452498600057
RT28,0.04860254593179428
RT34,0.03078285870023939
RT38,0.06534267830282985
RT48,0.02345244197397167
