z,x,y,B2,B3,B4,B8,CumCost,LT2,LT3,LT4,LT8,RT23,RT24,RT28,RT34,RT38,RT48,z_pred
0.0603520097949128,-0.31894480532177505,42.6858467419778,0.0506,0.0777,0.043,0.0274,0.0,-2.9838037026887174,-2.554900021608536,-3.1465551632885744,-3.5972122655881127,1.167874937356707,0.9482763046716272,0.8294766842737015,0.8119673385729936,0.7102444429119146,0.8747204587811946,0.41271552842430076
0.0921359107060317,-0.318940934174312,42.6859366990735,0.0475,0.0631,0.0397,0.0123,0.0,-3.047025567941541,-2.763034509434969,-3.2264040912889924,-4.3981560166037665,1.1027823060250692,0.9444029581316992,0.692796152850994,0.8563820374809591,0.6282256698043585,0.7335810915094381,0.5969668788292601
1.74485518573443,-0.318937063009089,42.6860266561675,0.0439,0.0612,0.031,0.0089,0.0,-3.125840958901011,-2.7936080894638566,-3.473768074496991,-4.721704002244043,1.1189260836873207,0.8998415817825258,0.6620154413354628,0.8042010950510498,0.5916525237787381,0.7357022110759259,1.8621711734236854
0.0298306894167206,-0.318935133070693,42.683235129689,0.0394,0.0441,0.019,0.0072000000000000015,0.0,-3.2339894626782484,-3.1212954965293367,-3.963316299815697,-4.933674252960127,1.0361048693640893,0.8159806631705465,0.6554931065296631,0.7875464031660769,0.6326513135026309,0.8033194119854525,1.0447501627224638
4.77763186025763,-0.318933191826106,42.6861166132598,0.0438,0.0545,0.025,0.0068000000000000005,0.0,-3.128121461599737,-2.9095545773129388,-3.688879454113936,-4.990832666800077,1.075120393338231,0.8479869023942143,0.6267734605506949,0.7887366918612985,0.5829797894583449,0.7391310629693181,4.289210167384052
0.0856746682482122,-0.318931262262727,42.68332508682511,0.0408,0.0441,0.019,0.0067,0.0,-3.1990731975720217,-3.1212954965293367,-3.963316299815697,-5.005647752585217,1.024918403633737,0.8071708023204671,0.6390927519659823,0.7875464031660769,0.6235547627012533,0.7917689169735929,0.7415200645578292
5.96057404242784,-0.318929320625361,42.6862065703504,0.0439,0.051,0.0228,0.0004,0.0,-3.125840958901011,-2.975929646257811,-3.7809947430217417,-7.824046010856294,1.0503746158218863,0.8267244921908733,0.3995172005077342,0.7870758486904086,0.3803568693395394,0.4832531324298713,6.031599762094665
0.0599732935395646,-0.318927391437003,42.6834150439595,0.0408,0.0481,0.022,0.006900000000000001,0.0,-3.1990731975720217,-3.0344731018704216,-3.816712825623821,-4.976233867378923,1.0542433859770055,0.8381749803377333,0.6428703479036916,0.7950488392781957,0.609793105135699,0.7669882339420989,0.6903065758811707
5.950286489214362,-0.318925449406856,42.686296527439296,0.0468,0.0548,0.0228,0.0004,0.0,-3.061872076058536,-2.9040650850281677,-3.7809947430217417,-7.824046010856294,1.0543400324751462,0.809805959584993,0.3913412666298257,0.7680690618224083,0.3711717800481513,0.4832531324298713,6.043888360154772
5.24953779235835,-0.31892157817058897,42.6863864845265,0.0483,0.05690000000000001,0.0228,0.0073,0.0,-3.03032371832361,-2.866459937849852,-3.7809947430217417,-4.919880930827793,1.0571659063885863,0.8014620289849433,0.6159343612028726,0.7581232275290071,0.5826279087139529,0.7685134653016029,4.56222496825608
3.37560002178999,-0.3189177069165611,42.686476441612,0.0483,0.0641,0.0235,0.0099,0.0,-3.03032371832361,-2.7473109150555133,-3.7507548578320242,-4.615220521841593,1.1030144792557557,0.8079236935455626,0.6565934832328298,0.7324688013984171,0.5952718623203003,0.8126924466732469,3.17532277392495
0.844566985347922,-0.318913835644774,42.686566398695795,0.047900000000000005,0.0653,0.0252,0.0106,0.0,-3.038639774565268,-2.728763242699752,-3.6809112844647593,-4.546901277864117,1.1135593323072372,0.8255129069232962,0.6682880469295461,0.7413281744160647,0.6001369011428316,0.8095428203785082,1.228909010005229
0.0430455180805101,-0.318909964355224,42.6866563557779,0.0522,0.0663,0.034,0.0113,0.0,-2.952672784093544,-2.7135653817903203,-3.381394754365976,-4.482952553263842,1.0881155854610252,0.8732114995686687,0.6586446653208123,0.8024988440898921,0.605307629190653,0.7542785060047379,0.6098665304763841
0.0495245590783709,-0.31883061502206,42.685663971767,0.0468,0.063,0.0396,0.0152,0.0,-3.061872076058536,-2.764620552590604,-3.2289261607217012,-4.186459851129906,1.1075198269756732,0.948263268855356,0.7313750005824493,0.8562043276866634,0.6603719254215339,0.7712784250994859,1.4593499901717424
0.0667026628728776,-0.318826743734579,42.6857539288571,0.0451,0.0567,0.027000000000000003,0.0001,0.0,-3.0988730324735045,-2.8699810682484306,-3.611918412977808,-9.210340371976182,1.0797538237298436,0.8579576496908388,0.3364558645305099,0.7945863499951831,0.3116042352767734,0.3921590589602532,0.3133544989599914
