GridType,SeedSpacing,k,nTrain,Superpixels,Time,TrainingPrSuperpixels,TP,FP,TN,FN,TotalPixels,SuperpixelsProportion,TrainingPrPixels,FPR,FNR,Sensitivity,Specificity,FDR,FOR,Precision,NPV,Accuracy
square,10,4,9912,12390,12.885806322097778,0.8,123359,132,1083852,21417,1228760,0.010083336046095251,0.008066668836876201,0.00012177301509985388,0.1479319776758579,0.8520680223241421,0.9998782269849001,0.001068903806755148,0.01937718329203117,0.9989310961932448,0.9806228167079688,0.9824628080341157
square,10,5,9912,12390,18.632755041122437,0.8,123314,124,1083860,21462,1228760,0.010083336046095251,0.008066668836876201,0.00011439283236652939,0.14824280267447643,0.8517571973255236,0.9998856071676334,0.001004552892950307,0.019416966277700072,0.9989954471070497,0.9805830337222999,0.9824326963768352
square,20,3,2492,3115,23.854257106781006,0.8,123059,183,1083801,21717,1228760,0.002535076011588919,0.0020280608092711353,0.00016882168002479742,0.1500041443333149,0.8499958556666851,0.9998311783199753,0.0014848834001395628,0.019644184897939246,0.9985151165998605,0.9803558151020607,0.9821771542042385
square,20,4,2492,3115,8.346503257751465,0.8,123059,183,1083801,21717,1228760,0.002535076011588919,0.0020280608092711353,0.00016882168002479742,0.1500041443333149,0.8499958556666851,0.9998311783199753,0.0014848834001395628,0.019644184897939246,0.9985151165998605,0.9803558151020607,0.9821771542042385
square,20,5,2492,3115,9.248841762542725,0.8,123059,183,1083801,21717,1228760,0.002535076011588919,0.0020280608092711353,0.00016882168002479742,0.1500041443333149,0.8499958556666851,0.9998311783199753,0.0014848834001395628,0.019644184897939246,0.9985151165998605,0.9803558151020607,0.9821771542042385
square,30,3,1133,1416,21.102057218551636,0.8,121090,49,1083935,23686,1228760,0.0011523812624108858,0.0009220677756437384,4.520361924161242e-05,0.1636044648284246,0.8363955351715754,0.9999547963807583,0.00040449401101214305,0.021384571076207476,0.9995955059889878,0.9786154289237925,0.9806837787688402
square,30,4,1133,1416,7.768725156784058,0.8,121210,89,1083895,23566,1228760,0.0011523812624108858,0.0009220677756437384,8.21045329082348e-05,0.1627755981654418,0.8372244018345583,0.9999178954670918,0.0007337241032489963,0.02127930464368497,0.999266275896751,0.978720695356315,0.980748885054852
square,30,5,1133,1416,10.447230577468872,0.8,121210,89,1083895,23566,1228760,0.0011523812624108858,0.0009220677756437384,8.21045329082348e-05,0.1627755981654418,0.8372244018345583,0.9999178954670918,0.0007337241032489963,0.02127930464368497,0.999266275896751,0.978720695356315,0.980748885054852
square,40,3,598,748,14.448651313781738,0.8,121411,0,1083984,23365,1228760,0.0006087437742114001,0.00048666948793906053,0.0,0.16138724650494557,0.8386127534950545,1.0,0.0,0.02109994229461534,1.0,0.9789000577053847,0.9809848953416452
square,40,4,598,748,10.167696952819824,0.8,121411,0,1083984,23365,1228760,0.0006087437742114001,0.00048666948793906053,0.0,0.16138724650494557,0.8386127534950545,1.0,0.0,0.02109994229461534,1.0,0.9789000577053847,0.9809848953416452
square,40,5,598,748,9.223191022872925,0.8,121411,0,1083984,23365,1228760,0.0006087437742114001,0.00048666948793906053,0.0,0.16138724650494557,0.8386127534950545,1.0,0.0,0.02109994229461534,1.0,0.9789000577053847,0.9809848953416452
hex,10,3,10000,18275,0.950324296951294,0.8,123231,183,1083801,21545,1228760,0.014872717210846707,0.008138285751489307,0.00016882168002479742,0.1488161021163729,0.8511838978836271,0.9998311783199753,0.0014828139433127523,0.019491634293696273,0.9985171860566873,0.9805083657063037,0.982317132719164
hex,10,4,10000,18275,1.3327744007110596,0.8,123536,202,1083782,21240,1228760,0.014872717210846707,0.008138285751489307,0.00018634961401644304,0.14670939934795824,0.8532906006520418,0.9998136503859836,0.0016324815335628504,0.01922133676976567,0.9983675184664371,0.9807786632302343,0.9825498876916566
hex,10,5,10000,18275,1.5899498462677002,0.8,123547,194,1083790,21229,1228760,0.014872717210846707,0.008138285751489307,0.00017896943128311858,0.14663341990385148,0.8533665800961485,0.9998210305687169,0.0015677907888250458,0.01921143437352661,0.9984322092111749,0.9807885656264734,0.9825653504345845
hex,20,3,3910,4888,16.781803369522095,0.8,122259,130,1083854,22517,1228760,0.003977994075327973,0.0031820697288323188,0.00011992796941652276,0.15552992208653368,0.8444700779134663,0.9998800720305835,0.0010621869612465172,0.02035212419703698,0.9989378130387535,0.979647875802963,0.9815692242586022
hex,20,4,3910,4888,8.28932499885559,0.8,122551,156,1083828,22225,1228760,0.003977994075327973,0.0031820697288323188,0.0001439135632998273,0.15351301320660882,0.8464869867933912,0.9998560864367002,0.0012713211145248438,0.020093973796915698,0.9987286788854751,0.9799060262030843,0.9817857026595918
hex,20,5,3910,4888,10.633916854858398,0.8,122551,156,1083828,22225,1228760,0.003977994075327973,0.0031820697288323188,0.0001439135632998273,0.15351301320660882,0.8464869867933912,0.9998560864367002,0.0012713211145248438,0.020093973796915698,0.9987286788854751,0.9799060262030843,0.9817857026595918
hex,30,3,1686,2108,17.44346261024475,0.8,122115,140,1083844,22661,1228760,0.0017155506364139458,0.001372114977701097,0.00012915319783317835,0.15652456208211304,0.8434754379178869,0.9998708468021669,0.001145147437732608,0.020479799006782616,0.9988548525622674,0.9795202009932173,0.9814438946580293
hex,30,4,1686,2108,13.359787225723267,0.8,121925,73,1083911,22851,1228760,0.0017155506364139458,0.001372114977701097,6.734416744158585e-05,0.1578369342985025,0.8421630657014975,0.9999326558325584,0.0005983704650895916,0.020646715373314226,0.9994016295349104,0.9793532846266858,0.981343793743286
hex,30,5,1686,2108,14.12564754486084,0.8,121925,73,1083911,22851,1228760,0.0017155506364139458,0.001372114977701097,6.734416744158585e-05,0.1578369342985025,0.8421630657014975,0.9999326558325584,0.0005983704650895916,0.020646715373314226,0.9994016295349104,0.9793532846266858,0.981343793743286
hex,40,3,970,1212,31.051387786865234,0.8,121940,81,1083903,22836,1228760,0.0009863602330805038,0.0007894137178944627,7.472435017491033e-05,0.15773332596562967,0.8422666740343703,0.9999252756498251,0.0006638201621032445,0.020633591117688994,0.9993361798378968,0.979366408882311,0.981349490543312
hex,40,4,970,1212,14.708089351654053,0.8,121888,36,1083948,22888,1228760,0.0009863602330805038,0.0007894137178944627,3.321082229996015e-05,0.15809250151958887,0.8419074984804111,0.9999667891777,0.00029526590334962764,0.02067876361086918,0.9997047340966504,0.9793212363891308,0.981343793743286
hex,40,5,970,1212,16.92141032218933,0.8,121888,36,1083948,22888,1228760,0.0009863602330805038,0.0007894137178944627,3.321082229996015e-05,0.15809250151958887,0.8419074984804111,0.9999667891777,0.00029526590334962764,0.02067876361086918,0.9997047340966504,0.9793212363891308,0.981343793743286
square,10,3,10000,12390,10.379233837127686,0.9,123448,267,1083717,21328,1228760,0.010083336046095251,0.008138285751489307,0.00024631359872470443,0.14731723490081228,0.8526827650991877,0.9997536864012753,0.002158186153659621,0.019300571469940138,0.9978418138463404,0.9806994285300599,0.9824253719196588
square,10,4,10000,12390,11.186572790145874,0.9,123359,132,1083852,21417,1228760,0.010083336046095251,0.008138285751489307,0.00012177301509985388,0.1479319776758579,0.8520680223241421,0.9998782269849001,0.001068903806755148,0.01937718329203117,0.9989310961932448,0.9806228167079688,0.9824628080341157
square,10,5,10000,12390,11.92010760307312,0.9,123359,132,1083852,21417,1228760,0.010083336046095251,0.008138285751489307,0.00012177301509985388,0.1479319776758579,0.8520680223241421,0.9998782269849001,0.001068903806755148,0.01937718329203117,0.9989310961932448,0.9806228167079688,0.9824628080341157
square,20,3,2804,3115,24.682631969451904,0.9,123059,183,1083801,21717,1228760,0.002535076011588919,0.0022819753247176017,0.00016882168002479742,0.1500041443333149,0.8499958556666851,0.9998311783199753,0.0014848834001395628,0.019644184897939246,0.9985151165998605,0.9803558151020607,0.9821771542042385
square,20,4,2804,3115,8.127446413040161,0.9,122980,138,1083846,21796,1228760,0.002535076011588919,0.0022819753247176017,0.00012730815214984724,0.15054981488644525,0.8494501851135547,0.9998726918478501,0.0011208759076658165,0.01971343346218758,0.9988791240923341,0.9802865665378124,0.9821494840326833
square,20,5,2804,3115,27.09496307373047,0.9,123059,183,1083801,21717,1228760,0.002535076011588919,0.0022819753247176017,0.00016882168002479742,0.1500041443333149,0.8499958556666851,0.9998311783199753,0.0014848834001395628,0.019644184897939246,0.9985151165998605,0.9803558151020607,0.9821771542042385
square,30,3,1274,1416,24.22427797317505,0.9,121090,49,1083935,23686,1228760,0.0011523812624108858,0.0010368176047397377,4.520361924161242e-05,0.1636044648284246,0.8363955351715754,0.9999547963807583,0.00040449401101214305,0.021384571076207476,0.9995955059889878,0.9786154289237925,0.9806837787688402
square,30,4,1274,1416,10.028250932693481,0.9,121210,89,1083895,23566,1228760,0.0011523812624108858,0.0010368176047397377,8.21045329082348e-05,0.1627755981654418,0.8372244018345583,0.9999178954670918,0.0007337241032489963,0.02127930464368497,0.999266275896751,0.978720695356315,0.980748885054852
square,30,5,1274,1416,23.49012565612793,0.9,121210,89,1083895,23566,1228760,0.0011523812624108858,0.0010368176047397377,8.21045329082348e-05,0.1627755981654418,0.8372244018345583,0.9999178954670918,0.0007337241032489963,0.02127930464368497,0.999266275896751,0.978720695356315,0.980748885054852
square,40,3,673,748,26.076378107070923,0.9,121411,0,1083984,23365,1228760,0.0006087437742114001,0.0005477066310752303,0.0,0.16138724650494557,0.8386127534950545,1.0,0.0,0.02109994229461534,1.0,0.9789000577053847,0.9809848953416452
square,40,4,673,748,8.527618169784546,0.9,115847,0,1083984,28929,1228760,0.0006087437742114001,0.0005477066310752303,0.0,0.1998190307785821,0.8001809692214179,1.0,0.0,0.025993945618390656,1.0,0.9740060543816094,0.9764567531495166
square,40,5,673,748,14.844585418701172,0.9,112709,0,1083984,32067,1228760,0.0006087437742114001,0.0005477066310752303,0.0,0.2214938940155827,0.7785061059844173,1.0,0.0,0.02873255792074018,1.0,0.9712674420792599,0.9739029590806992
hex,10,3,10000,18275,0.9139935970306396,0.9,123231,183,1083801,21545,1228760,0.014872717210846707,0.008138285751489307,0.00016882168002479742,0.1488161021163729,0.8511838978836271,0.9998311783199753,0.0014828139433127523,0.019491634293696273,0.9985171860566873,0.9805083657063037,0.982317132719164
hex,10,4,10000,18275,1.2883293628692627,0.9,123536,202,1083782,21240,1228760,0.014872717210846707,0.008138285751489307,0.00018634961401644304,0.14670939934795824,0.8532906006520418,0.9998136503859836,0.0016324815335628504,0.01922133676976567,0.9983675184664371,0.9807786632302343,0.9825498876916566
hex,10,5,10000,18275,1.8073532581329346,0.9,123547,194,1083790,21229,1228760,0.014872717210846707,0.008138285751489307,0.00017896943128311858,0.14663341990385148,0.8533665800961485,0.9998210305687169,0.0015677907888250458,0.01921143437352661,0.9984322092111749,0.9807885656264734,0.9825653504345845
hex,20,3,4399,4888,38.56871485710144,0.9,122259,130,1083854,22517,1228760,0.003977994075327973,0.003580031902080146,0.00011992796941652276,0.15552992208653368,0.8444700779134663,0.9998800720305835,0.0010621869612465172,0.02035212419703698,0.9989378130387535,0.979647875802963,0.9815692242586022
hex,20,4,4399,4888,23.878576040267944,0.9,122369,130,1083854,22407,1228760,0.003977994075327973,0.003580031902080146,0.00011992796941652276,0.1547701276454661,0.845229872354534,0.9998800720305835,0.0010612331529236973,0.02025471385143289,0.9989387668470763,0.9797452861485672,0.9816587454018686
hex,20,5,4399,4888,37.43437647819519,0.9,113262,7,1083977,31514,1228760,0.003977994075327973,0.003580031902080146,6.457659891658917e-06,0.21767420014367023,0.7823257998563298,0.9999935423401083,6.179978634931004e-05,0.02825123645103367,0.9999382002136507,0.9717487635489663,0.9743473094827305
hex,30,3,1897,2108,27.424816608428955,0.9,122115,140,1083844,22661,1228760,0.0017155506364139458,0.0015438328070575215,0.00012915319783317835,0.15652456208211304,0.8434754379178869,0.9998708468021669,0.001145147437732608,0.020479799006782616,0.9988548525622674,0.9795202009932173,0.9814438946580293
